,Job_Role,Company,Location,Job Experience,Skills,Job_Description
0,Manager \/ Data Engineer-Data Architect,Benovymed Healthcare,New Delhi,3-15,"Mining, C++, Data analysis, Data management, Pharma, MySQL, Healthcare, Perl","- The ultimate aim is to provide clean, usable data to whoever may require it. Technica..."
1,Data Engineer,Sisoft Technologies,Ghaziabad,2-7,"Java, Hibernate, Scala, Data Structures, Big Data, Spring Boot, Aws, Spring Security",Experience building or maintaining ETL processes from a wide variety of data sources us...
2,Data Engineer,searce,Mumbai,1-2,"Hive, Scala, Hadoop, Big Data, Data Engineer, Spark, Python",Data Engineer identifies the business problem and translates these to data services and...
3,HP Data Engineer,Diverse Lynx,Gurgaon,2-6,"IT Skills, Python, Big Data, Data management, Production support, Database design, SCALA, Design development",7 years of recent experience in data engineering. A solid track record of data manageme...
4,Data engineer,Diverse Lynx,Chennai,1-5,"IT Skills, Software Development, DevOps, SIDE, Coding, Network operations, Automation tools, Software development life cycle",DevOps Engineer is someone who has an understanding of the Software Development Lifecyc...
5,NAB Transition_Sr./Jr/ Data Engineer,Diverse Lynx,Gurgaon/Gurugram,2-6,"Agile scrum, Transition, AWS",Agile / Scrum - Must have worked in Agile - Scrum environment
6,Azure Data Engg,Diverse Lynx,Kolkata,4-6,"IT Skills, Python, Azure, Unix, hive, spark, microsoft azure, Azure Data Factory","Azure Data Engg Azure Databricks, Azure Data Factory, Hive, Spark and Python Unix, Pysp..."
7,Data Engineer,Diverse Lynx,Gurgaon,2-6,"hive, spark, SCALA, data governance, Data processing, PLSQL, Scheduling, Informatica",Minimum 5 years of Big Data experience in Big data ecosystem Ingest: Informatica (Power...
8,Data Engineer,Diverse Lynx,Gurgaon/Gurugram,1-5,"Unix, hive, Linux, spark, Shell scripting, Debugging, Hadoop, YARN","Must Have : Spark with underlying technology Python and ""Hadoop ecosystem, architecture..."
9,Data Engineer,Diverse Lynx,Chennai,1-5,"Data analysis, Data modeling, PAAS, AWS, SQL, Python, data profiling, Scripting","JD: Should have: SQL Hands on Experience using AWS core services: EC2, S3, VPC, ELB, la..."
10,Data Engineer-Architect/Data Modeler,TRH Consultancy Services,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",8-13,"T-SQL, Azure Data Factory, Azure SQL, Cosmos, Azure Data Flow, Data Architect, Microsoft Azure, ADF","Must possess expert T-SQL programming, performance tuning and troubleshooting skills5+ ..."
11,"Data Engineer (Spark, Scala)",Teamlease Digital,"Bhubaneswar, Odisha, Kolkata, Hyderabad/ Secunderabad, Telangana, Pune, Ahmedabad, Chennai, Bangalore/ Bengaluru, Karnataka, Delhi / NCR, Mumbai (All Areas)",2-5,"spark, scala, Streaming, spark streaming, data, kafka, datalake implementation, data engineering","Preferred candidate profile . Kafka expertise. . Any experience with MFG BI, DWH and Da..."
12,Data Engineer,Cognizant,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",4-8,"Hive, data modeling, Hadoop, HBase, etl tool, oracle database, relational databases, sql",JOB DESCRIPTION:-4+ years of experience in building scalable and reliable data pipeline...
13,T SQL SSIS Data Engineer,Wipro,"Hybrid - Kochi/ Cochin, Kerala, Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/ Bengaluru, Karnataka, Mumbai (All Areas)",5-10,"SSIS, TSQL, Azure Data Factory, Legacy, Tfs / Github, Informatica, ETL, T-SQL","Experience in working with large, complex data sets"
14,Data Engineer,Accolite Software India Pvt Ltd,"Hyderabad/Secunderabad, Bangalore/Bengaluru",3-4,"Usage, Conceptualization, Infrastructure, Apache, big data, Testing, data engineering, data","Experience with Azure ADLS, Apache Parquet, Iceberg, Kubeflow and Airflow"
15,Jobs on Data Engineer,Essenware Private Limted,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",4-6,"Payroll, data governance, PLSQL, Data quality, Informatica, Open source, Data warehousing, ETL tool",". Work Location . - Preferred location is Bangalore, but any other location is also fin..."
16,Data bricks Engineer & Data bricks Architect,Sdna Global,"Hyderabad/Secunderabad, Pune, Maharashtra, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR",5-10,"data bricks, spark programming, spark core, spark streaming, data management, Rdd, data migration, agile",Data bricks Engineer: 1. Hands on experience designing and delivering solutions using t...
17,Data Engineer,Hitachi Ltd.,Hyderabad/Secunderabad,5-8,"Architecture, Lead, Packaging, PLSQL, Healthcare, Stored procedures, Japanese, AWS","AWS Data Engineer - Mid 5-8 Years strong experience in PL / SQL Stored Procedures, Data..."
18,Azure Data Engineer,Diverse Lynx,Pune,2-7,"Automation, Access management, spark, SCALA, Data processing, SSH, Infrastructure setup, Data warehousing","Scala/Python Standalone: For processes such as SFTP, S3 Data Transfer or any process st..."
19,Data Engineer,Wipro,"Hyderabad/Secunderabad, Chennai",7-12,"Pyspark, Synapse, ETL, azure cloud, Python, Azure Synapse, Azure Data Factory, Datafactory",Must be extremely well versed with handling large volume data and work using different ...
20,Data Engineer,Hitachi Ltd.,Hyderabad/Secunderabad,5-10,"Architecture, Lead, Packaging, PLSQL, Healthcare, Stored procedures, Japanese, AWS","AWS Data Engineer - Mid 5-8 Years strong experience in PL / SQL & Stored Procedures, . ..."
21,Data Engineer,Infosys,Hyderabad/Secunderabad,5-8,"Data Engineering, Cloud, Bigdata, IAAS, ETL, AWS Administration, Test Cases, SDLC",Bachelor of Engineering Good understanding of SDLC
22,Data Engineer,2coms,"Hyderabad/Secunderabad, Hyderabad",3-8,"SQL, Python, Data, Data Engineering","Job ResponsibilitiesBuilding complex and scalable data pipelines using DBT, Airflow & P..."
23,Data Engineer _AWS,Tiger Analytics,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",0-4,"big data analytics, Debugging, Data processing, AWS, Analytics, Monitoring, data, data analytics","More specifically, you will: Design and build scalable data ingestion pipelines to hand..."
24,Data Engineer,Hashtag Global Solutions,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",4-9,"Hadoop, sql, Spark, Pyspark, python, Data Engineering, Data engineer, Kafka",Good critical thinking and problem solving abilities The candidate should have hands-on...
25,Data Engineer,Randstad,Hybrid - Hyderabad/Secunderabad,7-10,"GCP, Big data, Python, Airflow, Hive, Data Engineering, ETL tools, hadoop",Shift: Split shift (2pm 11pm) . Work Model: Hybrid . Experience . 1) 6 years of experie...
26,Data Engineer,Dr Reddys,Hyderabad/Secunderabad,1-4,"Data management, SQL database, Database design, GCP, Data mining, big data, Data warehousing, Analytics",a Master s is a plus . Data engineering certification (e.g IBM Certified Data Engineer)...
27,Data Engineer,Essenware Private Limted,Hyderabad/Secunderabad,1-3,"Project implementation, Matrix, Production support, Manager Technology, Mentor, Management, Data Engineering, Technology",WORK WITH the project team TO identify AND harness technical resources AND capabilities...
28,Data Engineer _GCP,Tiger Analytics,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",1-5,"GCP, big data analytics, Debugging, Data processing, Analytics, Monitoring, processing, data","More specifically, you will: Design and build scalable data ingestion pipelines to hand..."
29,Data Engineer,Alp Consulting,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",2-5,"Unix, Linux, RDBMS, Analytical, Shell scripting, Business intelligence, Unix shell scripting, Reporting tools",Flexible with shifts and occasional weekend support Ability to work independently but m...
30,Data Engineer - SSDE / Module Lead,Winwire Technologies,"Hybrid - Hyderabad/ Secunderabad, Telangana, Bangalore/ Bengaluru, Karnataka",5-9,"Azure Data Factory, ADF, Azure Databricks, Azure Data Lake, ETL, SQL, Data Lake, Data","Required Skill Set: ADF (Expert), SQL Server (Expert), Data Bricks. No of Positions: 3 ..."
31,Data Engineer,Central Business Solutions,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",3-5,"MS SQL, Postgresql, MySQL, Data processing, Oracle, Teradata, Business solutions, Python","Bachelor degree in Computer Science, Mathematics or a related technical field or equiva..."
32,Data Engineer,Miracle Solution,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",5-10,"Computer science, Automation, orchestration, GCP, Workflow management, Machine learning, cloud storage, Manager Technology",Preferred to have experience with infrastructure automation using Terraform for GCP res...
33,Data Engineer/ Data Analyst,Careernet Technologies,"Hybrid - Kolkata, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",6-11,"python, Bigquery, SQL, Data, Data analysis, Data Engineering",Strong on SQL and Experience into Python+ Bigquery
34,Data Engineer (Power BI),Fractal Analytics,"Mumbai, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",5-7,"Data analysis, Data modeling, Project management, Analytical, query, power bi, Data quality, Data extraction",5+ Years of experience in Power BI
35,Job Opportunity For Data Engineer,Hexaware Technologies,"Hybrid - Pune, Maharashtra, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka, Mumbai (All Areas)",6-11,"data bricks, snowflake, pyspark, sql, Azure Databricks, Data, Bricks, Microsoft Azure",Required Expereince - 9 to12 Years. : . MUST HAVE: Strong Data Engineer with hands-on d...
36,Data Engineer,Central Business Solutions,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",2-5,"Unix, Automation testing, spark, ETL testing, SCALA, Hadoop, Agile, PLSQL",1) Resource should be willing to work in Night shift 5 pm to 2:30 am IST. 2) 4 5 Yrs ex...
37,Data Engineer,Autodesk,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",2-6,"Computer science, Usage, Expense management, XML, Consulting, Cloud, Autodesk, Operations","Familiarity with various database technologies (NoSQL, SQL) and data interchange format..."
38,Data Engineer | FedEx,Talent500,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",1-4,"Python, Data Engineering, Fedex, Data",Skill Requried:Must Haves:Exp with D&A domain - 3yrsAzure specific & not AWS over hereP...
39,Data Engineer,Luxoft,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",6-9,"Microsoft Azure Data Factory, Microsoft SQL Server Integration Services, Query Analysis, SQL, Serv, Microsoft, Analysis, Query",Mandatory Skills Description: Overall 6-9 years of experience
40,Data Engineer,SRS Business Solutions (india),Remote,7-12,"matillion, Informatica, ETL, AWS, SQL, azure, Microsoft Azure, Data",Full time opportunity with SRS Business solutions WFH Skills Required: . Informatica . ...
41,"Glob Specialist, Data Engineer Fin Sltns",Novartis,Hyderabad/Secunderabad,2-6,"Data analysis, Data validation, Data modeling, data governance, Database, Database maintenance, Analytics, Recruitment","Minimum Requirements A minimum of 3 years of experience in Data Engineering, Database /..."
42,Data Engineer,PK,Hyderabad/Secunderabad,4-7,"Training, Manager Technology, Teradata, SQL, Python, Management, Data, Technology management",. Professional qualification . Any B E / B Tech / M Tech . Work Experience . Total expe...
43,Big Data Engineer (Spark & Scala),Mphasis,"Hybrid - Hyderabad/ Secunderabad, Telangana",5-8,"SCALA, Big Data, Spark, hive, restful, java, Hadoop, Restful Web Api Development",Who are we looking for?Looking for Big data EngineerTechnical Skills:• 5+ years of expe...
44,Data Engineer,QS Quacquarelli Symonds,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-4,"Data migration, metadata, Data management, Database administration, Agile, Data structures, Operations, Analytics","The ideal candidate will have strong experience in data engineering and management, wit..."
45,Data Engineers,Analytos,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-2,"python, Data analysis, Configuration management, Windows, Apache, Troubleshooting, java, Coding",Required Skills. . You thrive in an informal work environment with flexible hours but i...
46,We are looking For Data Engineer - Python,Winwire Technologies,"Hybrid - Hyderabad/ Secunderabad, Telangana, Bangalore/ Bengaluru, Karnataka",6-10,"Data Engineer, Data Bricks, Python, ADF, Azure Sqldw, Azure Data Lake, Oracle ADF, Data Lake","Databricks, Python. b) Azure SQL DB / DW. b) Experience in implementing effective datab..."
47,Database/ Data Engineer(Bigdata),Lexicon Infotech,"Hyderabad/ Secunderabad, Telangana, Bangalore/ Bengaluru, Karnataka",3-6,"python, Data Engineering, Bigquery, power bi, Gcp Cloud, kubernetes, Azure Data Warehouse, data modelling",Experience: 4-8 Y. Education: BE / BTech. Notice Period: Immediate. Budget: 18 to 24 LP...
48,DATA Engineer,NTT DATA Business Solutions Private Limited,"Hybrid - Noida, Pune, Chennai, Bangalore/Bengaluru",4-9,"Hive, SCALA, Spark, HBase, Data Engineering, Kafka, Hdfs, Spark Streaming",. Years of experience : 5+. Knowledge / Experience. Hands-on experience in the design a...
49,Data Engineer,Accolite Digital,"Hybrid - Hyderabad/ Secunderabad, Telangana, Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka",5-10,"Pyspark, data engineer, Data Lake, Python, SQL, Data Pipeline, data warehousing, ETL","We are hiring for the Data Engineering role with Accolite Digital for Bangalore, Hydera..."
50,WinWire Hiring!! Data Engineer For Bangalore & Hyderabad Location,Winwire Technologies,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru",6-10,"Azure Data Factory, Data Engineer, Azure Databricks, Spark, SQL, Azure Data Lake, Data Engineering, Microsoft Azure",Only relevant candidates ApplyLocation: Bangalore / Hyderabad. Interview Process: At le...
51,Data Engineer,Tech Mahindra,"Hybrid - Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka",5-10,"scala, SQL, pyspark, Spark, Python, Data Engineering, Data",Should be hands-on in PL / SQL Able to write complex SQL queries. DB / SQL experience :...
52,Data Engineer,Winwire Technologies,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru",6-11,"Azure Data Factory, Blob Storage, SQL, Azure Synapse, Datafactory, Azure Data Lake, Azure Databricks, Storage",Azure SQL DB / DW. b) Experience in implementing effective database solutions and data ...
53,Data Engineer,Ericsson,Bangalore/Bengaluru,2-5,"ERP, Data modeling, Analytical, Hardware design, Data structures, Agile methodology, ICT, Monitoring","This includes all development and operations activities: requirement analysis, architec..."
54,Data Engineer,Cognizant,Hybrid - Bangalore/Bengaluru,6-10,"GCP, SQL, Data Engineering, Gcp Cloud, Python, Engineering, Data, Cloud",A good problem solver who can independently come up with technical solutions for the re...
55,"Data Engineer (OAC, OBIA, ODI)",Vaakruthi Software Solutions,"Hyderabad/ Secunderabad, Telangana, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka",8-12,"Data engineer, Oac, Data Engineering, ODI, Obia, Data","Data Engineer (OAC, OBIA, ODI)"
56,AVP - Data Engineer/Data Analyst,Deutsche Bank,"Jaipur, Bangalore/Bengaluru",5-10,"System architecture, Data analysis, Change management, Automation, Investment banking, Training and Development, Risk management, Operations",B tech / M tech from premier institutes is an added advantage . Hands-on experience who...
57,Java Developer / Data Engineer,Tech Mahindra,"Hybrid - Gurgaon/ Gurugram, Haryana, Bangalore/Bengaluru",5-10,"Java, spark, kafka, Development, Java Development, Data, Data Engineering","Hi, One of my direct client is looking for Sr. Developer/Developer in Gurgaon / Bangalo..."
58,Data Engineer,Hitachi Vantara,"Hyderabad/Secunderabad, Bangalore/Bengaluru",5-8,"Architecture, Lead, Packaging, Healthcare, PLSQL, Stored procedures, Japanese, AWS","AWS Data Engineer - Mid 5-8 Years strong experience in PL / SQL Stored Procedures, Data..."
59,Data Engineer,Inflexon Point,Hyderabad/Secunderabad,3-5,"Data engineering, Data Lakes, Azure, Kafka, Apache Spark, data science, GCP, Machine learning",Experience building and deploying a range of data engineering pipelines into production...
60,Data Engineer ( Matillion+Snowflake),TRH Consultancy Services,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",11-15,"AZURE, Matillion, GCP, Snowflake, Data Engineer, ETL, AWS, Data Engineering",Good understanding of Cloud infrastructure like AWS / AZURE/GCP and Snowflake (Highly P...
61,DATA ENGINEER,Talent Acquisition Consultant,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",5-10,"Data Engineering, Jenkins, DevOps, PySpark, Data Warehouses, data architecture, big data, AWS","JOB REQUIREMENTS: Bachelors or Masters degree in Computer Science, Data Science, Statis..."
62,Data Engineer,Talent Acquisition Consultant,"Kolkata, Mumbai, Visakhapatnam, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",5-10,"PySpark, SQL, Python, Data Engineering, Data Warehouses, Big Data, data architecture, data engineering","JOB REQUIREMENTS: Bachelors or Masters degree in Computer Science, Data Science, Statis..."
63,Data Engineer(Python+Azure Databricks),TRH Consultancy Services,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Delhi / NCR, Bangalore/Bengaluru",5-10,"Azure, ADF, Data Engineer, CI/CD, Databricks, Visual Studio, Production Support, Python","1.Should have at least at least 3+ years’ experience in python, Azure Functions, App Se..."
64,Data Engineer,TRH Consultancy Services,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Delhi / NCR, Bangalore/Bengaluru",5-10,"ADLS, Data Engineer, Azure Data Bricks, Spark, Python, Data Engineering, Azure Databricks, Azure Data Factory","Roles and ResponsibilitiesKey Skills : Data Bricks, ADLS, Spark, PythonShould have stro..."
65,Python Data Engineer,TRH Consultancy Services,"Kolkata, Mumbai, Nagpur, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore, Delhi / NCR, Bangalore/Bengaluru",11-15,"Django, AWS, Python, Pandas, Numpy, Flask, Data Engineering, Python Data","Bachelors / master s degree in computer science, Engineering or a related subject 5+ ye..."
66,Tealium Data Engineer,TRH Consultancy Services,"Noida, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore, Bangalore/Bengaluru",5-10,"Data Engineering, Hive, NoSQL, Hadoop, Kafka, Tealium, Spark, CDP",Proficient in SQL and NoSQL databases4+ years of professional experience in data engine...
67,Data Engineer,Bigbasket,Bangalore/Bengaluru,0-3,"Web services, GCP, TDD, Postgresql, Machine learning, SCALA, Programming, Monitoring",Should be able to write maintainable code via TDD / BDD principlesGood communication sk...
68,Internal Systems (.NET) - Data Engineer -Senior Associate,PwC,"Hyderabad/Secunderabad, Bangalore/Bengaluru",5-9,"jQuery, Architecture, SOA, Networking, UML, WCF, Oracle, WPF",. Additional experience on one or several other frameworks such as ASP.NET or on web fr...
69,Senior Data Engineer - Big Data Applications,AVE-Promagne Business Solutions,"Kolkata, Mumbai, Visakhapatnam, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",6-11,"Hadoop, Java, PubSub, BigQuery, Scala, Data Management, Big Data, Kafka",". - Experience with distributed (multi-tiered) systems, algorithms, and relational(SQL)..."
70,Data Engineer | MUFG,Talent500,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",4-8,"Data Engineer, Data Engineering, Data","2+ Years of Strong proficiency in AWS services, including AWS Glue, Redshift, EMR, RDS,..."
71,Data Engineer - ETL/Python,Datawrkz,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR",3-5,"ETL, MS Excel, PySpark, Data Studio, Big Data, Data Analytics, Machine Learning, Quantitative Analytics","Roles and Responsibilities :- Collect and Analyze in-depth, various campaign level data..."
72,Data Engineer,Selective Global Search,"Hyderabad/Secunderabad, Bangalore/Bengaluru",3-8,"Programming, datawarehouse, ETL, SQL, Data warehousing, Program, Data, Data Engineering",Experience Required for the Job-3 to 8 years. Annual Salary Required for the Job- 20 to...
73,Sr. Data Engineer - Big Data/AWS,TRH Consultancy Services,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",5-10,"Airflow, Cloud Technologies, Amazon EMR, Big Data, Data Engineer, Python, EMR, Data Engineering",Experience with cloud technologies will be beneficial. Qualification: Any GraduationExp...
74,Sr. Data Engineer - Big Data/AWS,TRH Consultancy Services,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",11-15,"Airflow, Pyspark, Cloud Technologies, Amazon EMR, Big Data, Python, Data, Data Engineering",Experience with cloud technologies will be beneficial. Qualification: Any GraduateExper...
75,Data Engineer,Skillety,"Hyderabad/Secunderabad, Bangalore/Bengaluru",8-13,"Staffing, Analytical, Hadoop, Troubleshooting, big data, AWS, Analytics, Customer interaction",". Good Data engineer with having atleast 5 years experience on AWS, Kafka, Python and B..."
76,Data Engineer,Team4progress,"Hyderabad/Secunderabad, Bangalore/Bengaluru",7-12,"Computer science, Service delivery, RDBMS, Cloud, OLAP, Performance optimization, Deployment, big data",Experience in deployment and maintenance of ETL JobsETL experience with data integratio...
77,Data Engineer,Star4rall It Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",1-5,"Unix, Maven, Networking, RDBMS, MySQL, Agile, Workflow, Scrum","These include the data lake, operational databases, data pipelines, large-scale batch a..."
78,Data Engineer,Skillety,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",4-7,"Staffing, power bi, SSIS, SQL, Python, data, bi, data engineering",Liaising with coworkers and clients to elucidate the requirements for each task. Concep...
79,Data Engineer,Techzenure,"Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Bangalore/Bengaluru",4-9,"Pyspark, python, Data Engineering, Data Pipeline, aws, Data Ingestion, Aws Lambda, Aws Glue","Solid understanding of cloud technologies, such as AWS, Azure, or Google Cloud Platform..."
80,Data Engineer L6,Randstad,Hybrid - Bangalore/Bengaluru,5-9,"pyspark, Aws Glue, data engineering, AWS, Python, Aws Lambda, Data Lake, Data",Role & responsibilities Deliver business solution on Alcons analytics platform through ...
81,Data Engineer,Quality Engineering Software Technologies Pvt. Ltd.,Bangalore/Bengaluru,7-9,"Supply chain, Data management, Datastage, Data processing, Informatica, SSIS, SQL, Python","Experience building, optimizing and automating data pipelines, architectures and data s..."
82,Data Engineer,Quality Engineering Software Technologies Pvt. Ltd.,Bangalore/Bengaluru,3-5,"Engineering services, Performance tuning, Linux, RDBMS, Agile, Data processing, microsoft, Analytics","We are looking for humble geniuses, who believe that engineering has the potential to m..."
83,Java Developer / Data Engineer,Tech Mahindra,"Hybrid - Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka",5-10,"spark, kafka, java, Java Development, Data, Development, Data Engineering","Hi, One of my direct client is looking for Sr. Data Engineer/ Developer in Bangalore / ..."
84,Data Engineer,Danske IT Support Services India Pvt Ltd.,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",3-5,"Data analysis, Manager Quality Assurance, Data management, Data modeling, Analytical, Data quality, Informatica, Risk management","Preferred to have an understanding of AWS technologies like S3, EMR, Glue, Redshift, La..."
85,Data Engineer,Response Informatics,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",1-4,"GIT, Coding, GCP, XML, JSON, Stored procedures, Management, Oracle",Develop extract-transform-load (ETL) jobs in Talend and demonstrate experience in Talen...
86,Data Engineer,Skillety,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",5-15,"Mining, Data management, Staffing, data mining, data, management, data engineering",Liaising with coworkers and clients to elucidate the requirements for each task. Concep...
87,Data Engineer,GE Appliances,"Hyderabad/Secunderabad, Bangalore/Bengaluru",3-6,"Supply chain, Oracle BI apps, Appliances, Billing, Oracle data integrator, Oracle business intelligence, data visualization, ETL tool",- Data Engineer develops solutions independently or in collaboration with other team me...
88,Data Engineer - Scala /Python,Tech Mahindra,"Hybrid - Gurgaon/ Gurugram, Haryana, Bangalore/Bengaluru",5-10,"SCALA, SQL, Pyspark, Python, Data, Data Engineering",Should be hands-on in PL / SQL Able to write complex SQL queries. DB / SQL experience :...
89,Data Engineer,Tech Mahindra,"Pune, Maharashtra, Bangalore/Bengaluru",5-10,"python, Terraform, Etl Process, Data Warehousing, Data Modeling, Aws Glue, AWS, ansible",Automotive Domain.(must)Experience in developing loosely coupled solutions using messag...
90,Data Engineer,Zenexparteners,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",1-4,"orchestration, Senior management, Data modeling, Delta, Programming, Data processing, Data analytics, Financial services",Excellent hands-on experience of using Azure Data Lake and Azure Databricks . Be comfor...
91,Data Engineer,Arsr Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",1-3,"C++, metadata, NoSQL, Project management, Data structures, Analytics, SQL, Python","They must be self-directed and comfortable supporting the data needs of multiple teams,..."
92,Python - Data Engineer,Innominds Software,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",3-8,"Front end, GIT, Django, MySQL, Debugging, Javascript, MongoDB, SQL",Qualification . . Education: BE / B.TECH / ME/M.TECH / MCA/MS Strong experience in Pyth...
93,Data engineer,Burgeon IT Services Pvt ltd,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",3-6,"IT services, Telecom, Interpersonal skills, Schema, Performance testing, Agile, Programming, Apache",Roles and Responsibilities-Strong Confluent Platform Confluent Cloud experience as clou...
94,Data Engineer,Response Informatics,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",1-4,"Root cause analysis, Software development methodologies, NoSQL, cassandra, Workflow management, Agile, MongoDB, Business intelligence","Experience with setting up and maintaining Data warehouse ( Google BigQuery, Redshift, ..."
95,Data Engineer,Vbeyond Corporation,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",5-8,"data engineering, sql server, dynamo db, ETL, SSIS, informatica, Data, Engineering",Cloud / On-prem database experience
96,Data Engineer,Pepsi Foods,Hyderabad/Secunderabad,1-4,"Supply chain, Networking, Coding, Data modeling, Database design, MySQL, Debugging, Agile","must have experience running Agile teams, continuous integration, automated testing, an..."
97,Data Engineer,Miracle Solution,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",4-7,"Analytical skills, Data analysis, Cloud, Infrastructure, power bi, Troubleshooting, Data warehousing, AWS",The desired candidate should have 4 years of experience in handling various types of da...
98,ML/Data Engineer,CA One Tech,"Hyderabad/Secunderabad, Bangalore/Bengaluru",2-7,"ProC, model development, data, pro*c, data engineering, development, ml",Preferred Qualifications
99,TeraData / Data Engineer,Burgeon IT Services Pvt ltd,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",6-11,"IT services, Computer science, metadata, Datastage, Data structures, Stored procedures, Teradata, Data warehousing","Duration: Full Time . Build the required for optimal extraction, transformation, and lo..."
100,Data Engineer,Open Insights,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",2-5,"data cleansing, Customer retention, Agile, Data processing, Scrum, Business intelligence, Teradata, Open source",Experience with cloud ecosystems building ETL pipelines and working with data lake and ...
101,Data Engineer,Pepsi Foods,Hyderabad/Secunderabad,4-6,"Supply chain, Networking, Coding, Data modeling, Database design, MySQL, Debugging, Agile","must have experience running Agile teams, continuous integration, automated testing, an..."
102,Data Engineer,Siemens,Pune,0-8,"Data analysis, Version control, GIT, Database design, data security, Analytical, Agile, Data quality","Establish data quality standards, ensure compliance, andimplement data governance pract..."
